Sector,Sub-Sector,Sub-Group,Scheme Status,Key Client,Project / Programme Name,Project or Programme,No of projects,Project Summary,ONS Region,Asset Ownership,Economically Regulated Asset,Funding Source,Start of Works / Construction (Projected),Date in Service (Projected),Total Capex Cost all funding (£m),Total Capex Cost Publicly Funded (£m),2017/18 (£m),2018/19 (£m),2019/20 (£m),2020/21 (£m), 2021/22 and Beyond (£m),Basis of Costs,Base Year,Data source (including web address),Public Notes, 2017/18 (£m constant), 2018/19 (£m constant), 2019/20 (£m constant), 2020/21 (£m constant), 2021/22 and Beyond (£m constant), 2018/19 to 2020/21 (£m constant), 2018/19 onwards (£m constant), East Midlands 2018/19 to 2020/21 (£m constant), East of England 2018/19 to 2020/21 (£m constant), London 2018/19 to 2020/21 (£m constant), North East 2018/19 to 2020/21 (£m constant), North West 2018/19 to 2020/21 (£m constant), South East 2018/19 to 2020/21 (£m constant), South West 2018/19 to 2020/21 (£m constant), West Midlands 2018/19 to 2020/21 (£m constant), Yorkshire and the Humber 2018/19 to 2020/21 (£m constant)
Transport,London,Surface Transport Capital Expenditure,Active Programme,Transport for London,Public transport infrastructure,Programme,Multiple,"Investment in infrastructure to support buses, cycle hire and other surface transport operations",London,Local Government,No,Local Government,Started,TBC, 367.70 , 367.70 , 49.30 , 51.10 , 47.20 , 35.40 , 73.10 ,Nominal,,https://www.london.gov.uk/sites/default/files/2018-19mayorscapitalspendingplan.pdf,, 49.30 , 50.34 , 45.78 , 33.77 , 68.31 , 129.88 , 198.19 , -   , -   , 129.88 , -   , -   , -   , -   , -   , -   
Transport,London,Surface Transport Capital Expenditure,Active Programme,Transport for London,Healthy Streets,Programme,Multiple,"Investment to improve Londoners health by promoting walking, cycling and the use of public transport",London,Local Government,No,Local Government,Started,TBC," 1,304.20 "," 1,304.20 ", 81.60 , 129.80 , 250.10 , 240.00 , 493.20 ,Nominal,,https://www.london.gov.uk/sites/default/files/2018-19mayorscapitalspendingplan.pdf,, 81.60 , 127.86 , 242.55 , 228.96 , 462.38 , 599.37 ," 1,061.75 ", -   , -   , 599.37 , -   , -   , -   , -   , -   , -   
Transport,London,Surface Transport Capital Expenditure,Active Programme,Transport for London,Air Quality,Programme,Multiple,"Schemes, infrastructure and initiatives that reduce dangerous emissions and improve the Capital's air quality",London,Local Government,No,Local Government,Started,TBC, 339.30 , 339.30 , 47.60 , 109.90 , 69.00 , 76.70 , 33.70 ,Nominal,,https://www.london.gov.uk/sites/default/files/2018-19mayorscapitalspendingplan.pdf,, 47.60 , 108.26 , 66.92 , 73.17 , 32.14 , 248.35 , 280.48 , -   , -   , 248.35 , -   , -   , -   , -   , -   , -   
Transport,London,Surface Transport Capital Expenditure,Planning and Consents,Transport for London,Barking Riverside extension,Programme,Multiple,"Extension of the Gospel Oak to Barking line to Barking Riverside, supporting new housing",London,Local Government,No,Local Government,2019,TBC, 66.30 , 66.30 , -   , 7.50 , 23.70 , 33.00 , -   ,Nominal,,https://www.london.gov.uk/sites/default/files/2018-19mayorscapitalspendingplan.pdf,, -   , 7.39 , 22.98 , 31.48 , -   , 61.85 , 61.85 , -   , -   , 61.85 , -   , -   , -   , -   , -   , -   
Transport,London,Surface Transport Capital Expenditure,Planning and Consents,Transport for London,Silvertown tunnel,Project,1,New road crossing at Silvertown via a tunnel under the Thames,London,Local Government,No,Local Government,2018,2023, 111.30 , 111.30 , 10.80 ,-11.20 , 67.10 , 9.20 , 19.70 ,Nominal,,https://www.london.gov.uk/sites/default/files/2018-19mayorscapitalspendingplan.pdf,, 10.80 ,-11.03 , 65.08 , 8.78 , 18.48 , 62.82 , 81.30 , -   , -   , 62.82 , -   , -   , -   , -   , -   , -   
Transport,London,Surface Transport Capital Expenditure,Various,Transport for London,Other Surface investment,Programme,Multiple,Other minor surface investment including prudent allowance for anticipated slippage across the investment programme,London,Local Government,No,Local Government,Started,TBC, 17.90 , 17.90 , 11.90 ,-10.40 ,-13.90 ,-13.60 , 36.60 ,Nominal,,https://www.london.gov.uk/sites/default/files/2018-19mayorscapitalspendingplan.pdf,, 11.90 ,-10.24 ,-13.48 ,-12.97 , 34.92 ,-36.70 ,-1.78 , -   , -   ,-36.70 , -   , -   , -   , -   , -   , -   
Transport,Ports,Energy - Biomass ,Active Programme,Port of Tyne ,Port of Tyne - Biomass ,Programme,Multiple,"Expansion of Biomass Handling facilities including 125m Riverside quay and handling & storage facilities for biomass. £300m invested by Lynmouth Power Ltd in converting plant from coal to biomass. £38m invested by Port of Tyne. 
(Unclear, how much is left to be invested. Most of work is already complete)",North East,Private,No,Private,2018,2019, 63.00 , -   , -   , -   , -   , -   , -   ,Nominal,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Ports,Energy - Off Shore renewables ,Scoping,Port of Great Yarmouth / Peel Ports ,Great Yarmouth Outer Harbour ,Project,1,"Development of 350m quay / 100,000m2 of land area for offshore reneables. ",East of England,Private,No,Private,TBC,TBC, 30.00 , -   , -   , -   , -   , -   , -   ,Nominal,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Ports,Inland Transport Network ,In Construction,Port of Felixstowe / Hutchison ,Trimley loop Development ,Project,1,Increased rail capacity and hinterland throughput - Allowing >47 freight trains per day between Ipswich & Felixstowe port. Joint funded between Hutchison / Network Rail. ,East of England,Central Government/Private,Yes,Central Government/Private,2018,2020, 8.00 , -   , -   , -   , -   , -   , -   ,Nominal,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Ports,Logistics and Distribution ,Active Programme,Port of Liverpool (Peel Ports),Liverpool 2 / Phase 2 ,Programme,Multiple,"Containers - Handling equipment, including additional STS cranes and RTGs / Container Yard Reclamation - 2nd phase of Liverpool 2 to add more technology and equipment to service larger vessels.",North West,Private,No,Private,2018,2019, 100.00 , -   , -   , -   , -   , -   , -   ,Nominal,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Ports,Logistics and Distribution ,Consents Approved,Port of Felixstowe / Hutchison Logistics Centre ,Logistics Centre,Programme,Multiple,"Logistics Park and Distribution centre - 68 acre site
1.4 million m2 for warehousing units",East of England,Private,No,Private,2014,TBC, 40.00 , -   , -   , -   , -   , -   , -   ,Nominal,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Ports,Logistics and Distribution ,Consents Approved,Port of Sherness / Peel Ports,Wellmarsh,Programme,Multiple,"Automotive, steel and forest products storage - Logistics park & distribution centre",South East,Private,No,Private,2019,2039, 50.00 , -   , -   , -   , -   , -   , -   ,Nominal,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Ports,Logistics and Port Users development ,Active Programme,Ports of Immingham and Hull /ABP,Port of Immingham and Hull Container Terminal ,Programme,Multiple,Double container capacity / New STS cranes for Hull/ New equipment and IT systems for Immingham / 50 acres for office accommodation and haulage related uses in the port area,North East,Private,No,Private,2018,TBC, 50.00 , -   , 21.00 , -   , -   , -   , -   ,Nominal,,,, 21.00 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Ports,Mixed Port Development ,Planning and Consents,Port of Shoreham ,Lady Bee Marina,Programme,Multiple,Lady Bee Marina is currently proposing a redevelopment to create new commercial facilities for 45 small businesses & a business hub,South East,Private,No,Private,2018,2019, 4.00 , -   , -   , -   , -   , -   , -   ,Nominal,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Ports,Mixed Ports Development ,Active Programme,Port of Dover ,Dover Western Docks Regeneration ,Programme,Multiple,"Waterfront Development (Retail, Food/Bev, Hospitality) including: New Cargo Terminal, Logistics facilities, Increased Ferry, Improved Capacity and Marina works.",South East,Private,No,Private,2014,2020, 200.00 , -   , 78.78 , -   , -   , -   , -   ,Nominal,,,, 78.78 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Ports,Mixed Ports Development ,Active Programme,Port of Milford Haven ,Milford Waterfront / Pembroke Dock Marine,Programme,Multiple,"35,000m² new development space
Support infrastructure for renewables sector offshore
Modelling and optimisation of existing energy networks",Wales,Central Government/Private,No,Central Government/Private,2018,TBC, 100.00 , -   , -   , -   , -   , -   , -   ,Nominal,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Ports,Mixed Ports Development ,Consents Approved,Port of Dover ,Ferry Terminal Development on former Dover Cargo Terminal sit,Project,1,"Site clearance and enabling works, demolition of cargo terminal sheds and associated infrastructure, construction of ferry terminal operation area for traffic handling",South East,Private,No,Private,2019,2021, 8.00 , -   , -   , -   , 3.00 , 5.00 , -   ,Nominal,,,, -   , -   , 2.91 , 4.77 , -   , 7.68 , 7.68 , -   , -   , -   , -   , -   , 7.68 , -   , -   , -   
Transport,Ports,Mixed Ports Development ,Consents Approved,Port of Dover ,Upgrade of HV network,Project,1,Upgrade of high voltage network ,South East,Private,No,Private,2019,2022, 2.00 , -   , -   , -   , 0.50 , 0.50 , 1.00 ,Nominal,,,, -   , -   , 0.48 , 0.48 , 0.94 , 0.96 , 1.90 , -   , -   , -   , -   , -   , 0.96 , -   , -   , -   
Transport,Ports,Mixed Ports Development ,Planning and Consents,Port of Tilbury / Forth Ports,Tilbury 2 ,Programme,Multiple,"152 acre site - next to existing Port of Tilbury site, ncludes new river front berths (Thames Ferry berth - £150m) Leverage opportunities with Amazon distribution centre, which opened in autumn 2017. ",South East,Private,No,Private,2019,2020," 1,000.00 ", -   , 90.00 , -   , -   , -   , 910.00 ,Nominal,,,, 90.00 , -   , -   , -   , 868.12 , -   , 868.12 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Ports,Mixed Ports Development ,Scoping,Port of Dover ,Replacement of fendering system on ED6 berth,Project,1,Replacement of fendering system for ro-ro berth No6 in the Eastern Dock,South East,Private,No,Private,2020,2021, 3.50 , -   , -   , -   , -   , 3.50 , -   ,Nominal,,,, -   , -   , -   , 3.34 , -   , 3.34 , 3.34 , -   , -   , -   , -   , -   , 3.34 , -   , -   , -   
Transport,Ports,Mixed Ports Development ,Scoping,Port of Dover ,Replacement of fendering system on ED8 berth,Project,1,Replacement of fendering system for ro-ro berth No8 in the Eastern Docks,South East,Private,No,Private,2021,2022, 3.50 , -   , -   , -   , -   , -   , 3.50 ,Nominal,,,, -   , -   , -   , -   , 3.34 , -   , 3.34 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Ports,Mixed Ports Development ,Scoping,Port of Dover ,Land reclamation between Pier B and Pier D,Project,1,Land reclamation between Pier B and Pier D in the Eastern Docks,South East,Private,No,Private,2022,2024, 20.00 , -   , -   , -   , -   , -   , 20.00 ,Nominal,,,, -   , -   , -   , -   , 18.42 , -   , 18.42 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Ports,Mixed Ports Development ,Scoping,Port of Dover ,Replacement of Freight Services Centre East,Project,1,Demolition of existing facilities and replacement with better fit for purpose facilities for Border Agencies for their inspection of in-bound freight vehicles.,South East,Private,No,Private,2022,2024, 7.00 , -   , -   , -   , -   , -   , 7.00 ,Nominal,,,, -   , -   , -   , -   , 6.45 , -   , 6.45 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Ports,Port Capacity and capability ,Planning and Consents,Port of Bristol ,Bristol Deep Sea Container Terminal ,Programme,Multiple,Capability to service ultra large container ships (ULCS) / Proposed as a Brownfield development within Avonmouth Docks,South West,Private,No,Private,TBC,TBC, 400.00 , -   , -   , -   , -   , -   , -   ,Nominal,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Ports,Storage Capacity ,Active Programme,Port of Felixstowe / Hutchison , Storage Capacity Enhancment ,Programme,Multiple,"Berth 9 - new 13 hectare container yard behind berth 9. 3.2ha reclamation +18,500 TEU stacking capacity. Part of Hutchison’s plan to increase container-handling capacity at Felixstowe to 6m TEU a year by 2020.",East of England,Private,No,Private,2018,2019, 70.00 , -   , -   , -   , -   , -   , -   ,Nominal,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Ports,Storage Capacity and warehousing ,Active Programme,Port of Blyth ,Bates & Wimbourne Quay terminals / Battleship Wharf Terminal,Programme,Multiple,"Port expansion including infrastructure, superstructure (warehousing) and equipment (cranes) for dry bulk handling / offshore decommissioning / warehousing/ engineering. ",North East,Private,No,Private,TBC,TBC, 12.00 , -   , -   , -   , -   , -   , -   ,Nominal,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Ports,Terminal development and capacity enhancement ,Active Programme,Port of Holyhead ,Terminal 3 ,Programme,Multiple,Additional freight space and refurbishment of Terminal 3 for Ro-Ro and passenger ferries. ,Wales,Private,No,Private,2018,TBC, 4.00 , -   , -   , -   , -   , -   , -   ,Nominal,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Transport,Rail,Crossrail,In construction,Crossrail,Crossrail,Project,1,"Crossrail will deliver a new high-frequency rail service and supporting infrastructure for London and the South East, with 13 miles of twin tunnels and eight new underground stations across central London.  Services will run from Reading / Maidenhead and Heathrow in the west to Shenfield in the east and Abbey Wood in the south east. The central tunnel will open in Dec 2018 with full services commencing in Dec 2019.",London,Central Government,No,Central Government/Local Government,2009,2019," 15,740.00 "," 7,500.00 "," 2,030.00 "," 1,188.00 ", 76.00 , 25.00 , -   ,Nominal,,Department for Transport records,Total Capex and Spending Profile is based on the figures published prior to July 2018 plus Ministerial Statements and public annoucements from the project.," 2,030.00 "," 1,170.24 ", 73.71 , 23.85 , -   ," 1,267.80 "," 1,267.80 ", -   , -   ," 1,267.80 ", -   , -   , -   , -   , -   , -   
Transport,Rail,Crossrail,Scoping,Transport for London,Crossrail 2 ,Project,1,"Crossrail 2 is a proposed new railway serving London and the wider South East. It would connect the National Rail networks in Surrey and Hertfordshire via a new tunnel and stations between Wimbledon and Tottenham Hale, linking in with London underground, London Overground, Crossrail 1 and national and international rail services.  The funding provides for development works, match funded and working jointly with TfL.",London,Central Government,No,Local Government,TBC,TBC, 127.00 , 80.00 , 80.00 , 47.00 , -   , -   , -   ,Nominal,,Total funding: Budget 16 https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/508193/HMT_Budget_2016_Web_Accessible.pdf,"Cost included in the pipeline are for development work only, not Capex spend", 80.00 , 46.30 , -   , -   , -   , 46.30 , 46.30 , -   , -   , 46.30 , -   , -   , -   , -   , -   , -   
Transport,Rail,Network Rail,Active Programme,Network Rail,Access for All,Programme,Multiple,Increase accessibility at stations across the network.,England and Wales,Central Government,Yes,Central Government,2014,Various, 124.00 , 124.00 , 43.00 , 8.00 , -   , -   , -   ,Nominal,,,The current funding settlement for Network Rail's Control Period 5 runs until 2019. Funding for all enhancements and schemes post 2019 will established as part of the Periodic Review process for Control Period 6 (PR'18). , 43.00 , 7.88 , -   , -   , -   , 7.88 , 7.88 , 0.38 , 0.47 , 1.11 , 0.17 , 1.17 , 1.99 , 0.62 , 0.37 , 0.32 
Transport,Rail,Network Rail,Active Programme,Network Rail,Anglia Traction Power Supply Upgrade,Project,1,Provide enhancements to the existing traction power infrastructure required to support the forecast increase in electrically operated rolling stock for CP5.,East of England,Central Government,Yes,Central Government,2016,2019, 50.00 , 50.00 , 14.00 , 23.00 , -   , -   , -   ,Nominal,,,The current funding settlement for Network Rail's Control Period 5 runs until 2019. Funding for all enhancements and schemes post 2019 will established as part of the Periodic Review process for Control Period 6 (PR'18). , 14.00 , 22.66 , -   , -   , -   , 22.66 , 22.66 , -   , 22.66 , -   , -   , -   , -   , -   , -   , -   
Transport,Rail,Network Rail,Active Programme,Network Rail,Bromsgrove Electrification,Project,1,Deliver the electrified infrastructure to enable commencement of electric passenger services to/from Bromsgrove into the Birmingham Cross-City network.,West Midlands,Central Government,Yes,Central Government,2015,2018/19, 66.00 , 66.00 , 16.00 , 5.00 , -   , -   , -   ,Nominal,,,The current funding settlement for Network Rail's Control Period 5 runs until 2019. Funding for all enhancements and schemes post 2019 will established as part of the Periodic Review process for Control Period 6 (PR'18). , 16.00 , 4.93 , -   , -   , -   , 4.93 , 4.93 , -   , -   , -   , -   , -   , -   , -   , 4.93 , -   
Transport,Rail,Network Rail,Active Programme,Network Rail,Depots and Stabling Fund,Programme,Multiple,"Fund to deliver depots, stabling and ancillary works to support delivery of outputs by enhancement projects.",England and Wales,Central Government,Yes,Central Government,2014,2019, 234.00 , 234.00 , 44.00 , 94.00 , -   , -   , -   ,Nominal,,,The current funding settlement for Network Rail's Control Period 5 runs until 2019. Funding for all enhancements and schemes post 2019 will established as part of the Periodic Review process for Control Period 6 (PR'18). , 44.00 , 92.60 , -   , -   , -   , 92.60 , 92.60 , 4.41 , 5.57 , 13.01 , 2.04 , 13.75 , 23.40 , 7.27 , 4.35 , 3.71 
Transport,Rail,Network Rail,Active Programme,Network Rail,Development Fund,Programme,Multiple,Fund to develop schemes that are likely to be required and funded for delivery. This is not a construction project.,England and Wales,Central Government,Yes,Central Government,2014,, 45.00 , 45.00 , 2.00 , 11.00 , -   , -   , -   ,Nominal,,,The current funding settlement for Network Rail's Control Period 5 runs until 2019. Funding for all enhancements and schemes post 2019 will established as part of the Periodic Review process for Control Period 6 (PR'18). , 2.00 , 10.84 , -   , -   , -   , 10.84 , 10.84 , 0.52 , 0.65 , 1.52 , 0.24 , 1.61 , 2.74 , 0.85 , 0.51 , 0.43 
Transport,Rail,Network Rail,Active Programme,Network Rail,East Coast Connectivity Fund,Programme,Multiple,"Fund to improve capacity and reduction in journey times on the East Coast Main Line, including suitable efficient capacity for the crossing flows of passenger and freight traffic at Peterborough.",England,Central Government,Yes,Central Government,2014,Various, 134.00 , 134.00 , 22.00 , 58.00 , -   , -   , -   ,Nominal,,,The current funding settlement for Network Rail's Control Period 5 runs until 2019. Funding for all enhancements and schemes post 2019 will established as part of the Periodic Review process for Control Period 6 (PR'18). , 22.00 , 57.13 , -   , -   , -   , 57.13 , 57.13 , 2.72 , 3.43 , 8.03 , 1.26 , 8.49 , 14.44 , 4.49 , 2.68 , 2.29 
Transport,Rail,Network Rail,Active Programme,Network Rail,East West Rail,Programme,Multiple,Reinstatement of the rail line between Oxford/Aylesbury and Milton Keynes/Bedford.,England,Central Government,Yes,Central Government,2014,TBC, 429.00 , 429.00 , 38.00 , 15.00 , -   , -   , -   ,Nominal,,,The current funding settlement for Network Rail's Control Period 5 runs until 2019. Funding for all enhancements and schemes post 2019 will established as part of the Periodic Review process for Control Period 6 (PR'18). , 38.00 , 14.78 , -   , -   , -   , 14.78 , 14.78 , 0.70 , 0.89 , 2.08 , 0.32 , 2.19 , 3.73 , 1.16 , 0.69 , 0.59 
Transport,Rail,Network Rail,Active Programme,Network Rail,Great Western Capacity Programme and Electrification ,Programme,Multiple,"Core works will involve electrifying the main line and a number of branches, capacity projects at Reading, Oxford, Bristol Parkway and Bristol Temple Meads, and works to facilitate the introduction of new and cascaded fleets of electric trains, and the cascade of diesel rolling stock.",England and Wales,Central Government,Yes,Central Government,2014,Various," 3,025.00 "," 3,025.00 ", 682.00 , 688.00 , -   , -   , -   ,Nominal,,,The current funding settlement for Network Rail's Control Period 5 runs until 2019. Funding for all enhancements and schemes post 2019 will established as part of the Periodic Review process for Control Period 6 (PR'18). , 682.00 , 677.72 , -   , -   , -   , 677.72 , 677.72 , 32.30 , 40.73 , 95.26 , 14.90 , 100.67 , 171.26 , 53.24 , 31.84 , 27.17 
Transport,Rail,Network Rail,Active Programme,Network Rail,Midland Main Line Programme,Programme,Multiple,Part of a rail industry programme that aims to transform travel to and from London on the Midland Mainline during CP5 and CP6 and improve the links between the core centres of population and economic activity in the East Midlands and South Yorkshire,England,Central Government,Yes,Central Government,2014,Various, 933.00 , 933.00 , 241.00 , 388.00 , -   , -   , -   ,Nominal,,,The current funding settlement for Network Rail's Control Period 5 runs until 2019. Funding for all enhancements and schemes post 2019 will established as part of the Periodic Review process for Control Period 6 (PR'18). , 241.00 , 382.20 , -   , -   , -   , 382.20 , 382.20 , 18.21 , 22.97 , 53.72 , 8.40 , 56.77 , 96.58 , 30.02 , 17.96 , 15.32 
Transport,Rail,Network Rail,Active Programme,Network Rail,North of England Programme including Transpennine Route Upgrade,Programme,Multiple,The specific outputs of these projects are designed to enhance the capability of the rail network across the North of England,North West,Central Government,Yes,Central Government,2012,2022," 1,946.00 "," 1,946.00 ", 638.00 , 387.00 , -   , -   , -   ,Nominal,,,The current funding settlement for Network Rail's Control Period 5 runs until 2019. Funding for all enhancements and schemes post 2019 will established as part of the Periodic Review process for Control Period 6 (PR'18). , 638.00 , 381.22 , -   , -   , -   , 381.22 , 381.22 , -   , -   , -   , -   , 381.22 , -   , -   , -   , -   
Transport,Rail,Network Rail,Active Programme,Network Rail,Other enhancements,Programme,Multiple,Remaing enhancements reported in NR's Enhancement Delivery Plan,UK,Central Government,Yes,Central Government,Various,Various," 2,206.59 "," 2,206.59 ", 373.71 , 344.12 , -   , -   , -   ,Nominal,,,The current funding settlement for Network Rail's Control Period 5 runs until 2019. Funding for all enhancements and schemes post 2019 will established as part of the Periodic Review process for Control Period 6 (PR'18). , 373.71 , 338.98 , -   , -   , -   , 338.98 , 338.98 , 16.15 , 20.37 , 47.65 , 7.45 , 50.35 , 85.66 , 26.63 , 15.93 , 13.59 
Transport,Rail,Network Rail,Active Programme,Network Rail,Renewals Programme,Programme,Multiple,CP5  renewals,UK,Central Government,Yes,Central Government,2014,2019," 13,965.00 "," 13,965.00 "," 2,413.00 "," 2,750.00 ", -   , -   , -   ,Nominal,,, Profiles are in line with latest NR forecast for OBR and are subject to change and refinement," 2,413.00 "," 2,708.90 ", -   , -   , -   ," 2,708.90 "," 2,708.90 ", 129.10 , 162.82 , 380.75 , 59.56 , 402.38 , 684.54 , 212.80 , 127.28 , 108.61 
Transport,Rail,Network Rail,Active Programme,Network Rail,Wessex Capacity Improvement Programme ,Programme,Multiple,The Wessex Capacity Improvement Programme is a focused initiative to boost peak time capacity into Waterloo Station,South East,Central Government,Yes,Central Government,2015,2021, 528.00 , 528.00 , 195.00 , 93.00 , -   , -   , -   ,Nominal,,,The current funding settlement for Network Rail's Control Period 5 runs until 2019. Funding for all enhancements and schemes post 2019 will established as part of the Periodic Review process for Control Period 6 (PR'18). , 195.00 , 91.61 , -   , -   , -   , 91.61 , 91.61 , -   , -   , -   , -   , -   , 91.61 , -   , -   , -   
Transport,Rail,Network Rail,Active programme,Network Rail,ETCS Cab Fitment Fund,Programme,Multiple,Facilitate the inclusion of migration to ETCS operation as a requirement in new franchises through funding and supporting the development of First-in-Class design solutions.,England and Wales,Central Government,Yes,Central Government,2014,2019, 63.00 , 63.00 , 7.00 , 28.00 , -   , -   , -   ,Nominal,,,The current funding settlement for Network Rail's Control Period 5 runs until 2019. Funding for all enhancements and schemes post 2019 will established as part of the Periodic Review process for Control Period 6 (PR'18). , 7.00 , 27.58 , -   , -   , -   , 27.58 , 27.58 , 1.31 , 1.66 , 3.88 , 0.61 , 4.10 , 6.97 , 2.17 , 1.30 , 1.11 
Transport,Rail,Network Rail,Active programme,Network Rail,Passenger Journey Improvement Fund,Programme,Multiple,Develop and deliver works to improve the passenger journey experience.,UK,Central Government,Yes,Central Government,2014,2019, 69.00 , 69.00 , 16.00 , 39.00 , -   , -   , -   ,Nominal,,,The current funding settlement for Network Rail's Control Period 5 runs until 2019. Funding for all enhancements and schemes post 2019 will established as part of the Periodic Review process for Control Period 6 (PR'18). , 16.00 , 38.42 , -   , -   , -   , 38.42 , 38.42 , 1.83 , 2.31 , 5.40 , 0.84 , 5.71 , 9.71 , 3.02 , 1.81 , 1.54 
Transport,Rail,Network Rail,Active programme,Network Rail,Strategic Freight Network,Programme,Multiple,"Enhance the strategic freight network to facilitate growth of the freight market, deliver significant environmental, operational and economic efficiencies including reduction of delays to freight trains, and to reduce conflict between freight and passenger traffic.",England and Wales,Central Government,Yes,Central Government,2014,2019, 254.00 , 254.00 , 22.00 , 112.00 , -   , -   , -   ,Nominal,,,The current funding settlement for Network Rail's Control Period 5 runs until 2019. Funding for all enhancements and schemes post 2019 will established as part of the Periodic Review process for Control Period 6 (PR'18). , 22.00 , 110.33 , -   , -   , -   , 110.33 , 110.33 , 5.26 , 6.63 , 15.51 , 2.43 , 16.39 , 27.88 , 8.67 , 5.18 , 4.42 
Transport,Rail,Network Rail,Active programme,Network Rail,Sussex Traction Power Supply Upgrade,Project,1,"Develop options to deliver power supply capability in CP5 consistent with the asset policy, to provide for the additional traffic resulting from implementation of the capacity strategy proposed for the route in addition to the (committed) Thameslink Programme.",South East,Central Government,Yes,Central Government,2015,2018/19, 114.00 , 114.00 , 50.00 , 33.00 , -   , -   , -   ,Nominal,,,The current funding settlement for Network Rail's Control Period 5 runs until 2019. Funding for all enhancements and schemes post 2019 will established as part of the Periodic Review process for Control Period 6 (PR'18). , 50.00 , 32.51 , -   , -   , -   , 32.51 , 32.51 , -   , -   , -   , -   , -   , 32.51 , -   , -   , -   
Transport,Rail,Network Rail,Active programme,Network Rail,West Anglia Main Line Capacity Increase,Project,1,To achieve an additional 2 trains per hour between Stratford and Angel Road Stations,East of England,Central Government,Yes,Central Government,2016,2018, 77.00 , 77.00 , 29.00 , 27.00 , -   , -   , -   ,Nominal,,,The current funding settlement for Network Rail's Control Period 5 runs until 2019. Funding for all enhancements and schemes post 2019 will established as part of the Periodic Review process for Control Period 6 (PR'18). , 29.00 , 26.60 , -   , -   , -   , 26.60 , 26.60 , -   , 26.60 , -   , -   , -   , -   , -   , -   , -   
Transport,Rail,Network Rail,In Construction,Network Rail,West Coast Power Supply Upgrade,Project,1,Upgraded traction power supply system to support the operation of the Stafford specification.,England,Central Government,Yes,Central Government,2013,2018/19, 202.00 , 202.00 , 37.00 , 10.00 , -   , -   , -   ,Nominal,,,The current funding settlement for Network Rail's Control Period 5 runs until 2019. Funding for all enhancements and schemes post 2019 will established as part of the Periodic Review process for Control Period 6 (PR'18). , 37.00 , 9.85 , -   , -   , -   , 9.85 , 9.85 , 0.47 , 0.59 , 1.38 , 0.22 , 1.46 , 2.49 , 0.77 , 0.46 , 0.39 
Transport,Rail,Network Rail,Scoping,Network Rail,East Coast Main Line Traction Supply Upgrade,Project,1,Review the requirements for traction power supplies on the ECML,England,Central Government,Yes,Central Government,2017,TBC, 32.00 , 32.00 , 6.00 , 25.00 , -   , -   , -   ,Nominal,,,The current funding settlement for Network Rail's Control Period 5 runs until 2019. Funding for all enhancements and schemes post 2019 will established as part of the Periodic Review process for Control Period 6 (PR'18). , 6.00 , 24.63 , -   , -   , -   , 24.63 , 24.63 , 1.17 , 1.48 , 3.46 , 0.54 , 3.66 , 6.22 , 1.93 , 1.16 , 0.99 
